3570030020240;2000;0;0;0
3570030020493;2000;0;0;0
3570030020509;2000;0;0;0
3570030021056;2000;0;0;0
3570030030140;2000;0;0;0
3570030030416;2000;0;0;0
3570030032052;2000;0;0;0
3570030032069;2000;0;0;0
3570030032076;2000;0;0;0
3570030032083;2000;0;0;0
3570037081978;22;0;4;0
3570037081992;11;0;10;0
3570037082258;0;0;37;50
3570037082265;0;0;15;20
3570030032090;2000;0;0;0
3570030032168;2000;0;0;0
3570030032175;2000;0;0;0
3570030032182;2000;0;0;0
3570030032199;2000;0;0;0
3570030034780;2000;0;0;0
3570030035152;2000;0;0;0
3570030035176;2000;0;0;0
3570030040156;2000;0;0;0
3570030040330;2000;0;0;0
3570030040347;2000;0;0;0
3570030040453;2000;0;0;0
3570030040460;2000;0;0;0
3570030040637;2000;0;0;0
3570030040644;2000;0;0;0
3570030041658;2000;0;0;0
3570030042204;2000;0;0;0
3570030042211;2000;0;0;0
3570030042228;2000;0;0;0
3570030042235;2000;0;0;0
3570030042242;2000;0;0;0
3570030042259;2000;0;0;0
3570030042747;2000;0;0;0
3570030042754;2000;0;0;0
3570030042761;2000;0;0;0
3570030042778;2000;0;0;0
3570030042792;2000;0;0;0
3570030042808;2000;0;0;0
3570030042815;2000;0;0;0
3570030042822;2000;0;0;0
3570030042839;2000;0;0;0
3570030042846;2000;0;0;0
3570030042853;2000;0;0;0
3570030042860;2000;0;0;0
3570030042877;2000;0;0;0
3570030042884;2000;0;0;0
3570030042891;2000;0;0;0
3570030042907;2000;0;0;0
3570030042914;2000;0;0;0
3570030042921;2000;0;0;0
3570030042938;2000;0;0;0
3570030042945;2000;0;0;0
3570037083248;8;0;23;0
3570037083255;7;0;23;0
3570037083279;7;0;22;0
3570037083743;7;0;16;0
3570037118612;0;0;15;50
3570030084501;0;0;23;50
3570030084518;3;0;23;50
3570030094050;15;0;11;0
3570030094067;11;0;10;0
3570037085075;0;0;15;20
3570037085112;0;0;34;50
3570037085976;2030;0;4;0
3570037086089;20;0;19;0
3570037086270;25;0;12;0
3570037086904;27;0;10;0
3570037087079;11;0;28;0
3570030042952;2000;0;0;0
3570030042969;2000;0;0;0
3570030043133;2000;0;0;0
3570030043140;2000;0;0;0
3570030043157;2000;0;0;0
3570030043164;2000;0;0;0
3570030043171;2000;0;0;0
3570030043188;2000;0;0;0
3570030043195;2000;0;0;0
3570030043201;2000;0;0;0
3570030044819;2000;0;0;0
3570030044826;2000;0;0;0
3570030044833;2000;0;0;0
3570030044840;2000;0;0;0
3570030044857;2000;0;0;0
3570030044864;2000;0;0;0
3570030044871;2000;0;0;0
3570030044888;2000;0;0;0
3570030045854;2000;0;0;0
3570030046196;2000;0;0;0
3570030046202;2000;0;0;0
3570030046219;2000;0;0;0
3570030046226;2000;0;0;0
3570030046233;2000;0;0;0
3570030046240;2000;0;0;0
3570030046257;2000;0;0;0
3570030046264;2000;0;0;0
3570030046271;2000;0;0;0
3570030046288;2000;0;0;0
3570030046295;2000;0;0;0
3454831777698;2000;0;0;0
3454831777704;2000;0;0;0
3454831777711;2000;0;0;0
3454831777728;2000;0;0;0
3570030100539;2000;0;0;0
3570030100706;2000;0;0;0
3570030100713;2000;0;0;0
3570030035183;2000;0;9;0
3570030035534;2003;0;11;0
3570030035541;2006;0;16;2
3570030035824;2007;0;21;1
3570030035855;2005;0;16;2
3570030036715;2003;0;9;0
3570030036739;2001;0;0;0
3570030100720;2000;0;0;0
3454831777346;2000;0;0;0
3454831777353;2000;0;0;0
3454831777360;2000;0;0;0
3454831777377;2000;0;0;0
3454831777384;2000;0;0;0
3454831777391;2000;0;0;0
3570030109570;2000;0;0;0
3570030109587;2000;0;0;0
3570030109594;2000;0;0;0
3570030109600;2000;0;0;0
3570030109617;2000;0;0;0
3570030109624;2000;0;0;0
3570030109631;2000;0;0;0
3570030036746;2001;0;0;0
3570030037354;2004;0;1;0
3570030037385;2004;0;1;2
3570030038276;2005;0;2;3
3570030038337;2003;0;1;4
3570030039815;2000;0;1;4
3570030040149;2000;0;0;0
3570037118773;0;0;13;50
3570030109648;2000;0;0;0
3570030109655;2000;0;0;0
3570030109662;2000;0;0;0
3570030109679;2000;0;0;0
3570030109686;2000;0;0;0
3570030109693;2000;0;0;0
3570030109709;2000;0;0;0
3570030109716;2000;0;0;0
3570030109723;2000;0;0;0
3570030109730;2000;0;0;0
3570030109747;2000;0;0;0
3570030109754;2000;0;0;0
3570030109761;2000;0;0;0
3570030109778;2000;0;0;0
3570030109785;2000;0;0;0
3570030109839;2000;0;0;0
3570030109846;2000;0;0;0
3570030109853;2000;0;0;0
3570030109860;2000;0;0;0
3570030109877;2000;0;0;0
3570030109884;2000;0;0;0
3570030109891;2000;0;0;0
3570030109907;2000;0;0;0
3570030109914;2000;0;0;0
3570030109921;2000;0;0;0
3570030109938;2000;0;0;0
3570030109945;2000;0;0;0
3570030109952;2000;0;0;0
3570030109969;2000;0;0;0
3570030109976;2000;0;0;0
3570030109983;2000;0;0;0
3570030109990;2000;0;0;0
3570030110002;2000;0;0;0
3570030110019;2000;0;0;0
3570030110026;2000;0;0;0
3570030110033;2000;0;0;0
3570030110040;2000;0;0;0
3570037118995;0;0;10;30
3570037119008;0;0;8;30
3570037119015;0;0;14;30
3570037118285;82;1;8;0
3570037118292;80;1;10;0
3570037089813;2003;0;15;50
3570037089820;1988;0;17;60
3570030110057;2000;0;0;0
3570030110064;2000;0;0;0
3570030110071;2000;0;0;0
3570030110088;2000;0;0;0
3570030110095;2000;0;0;0
3570030110101;2000;0;0;0
3570030110118;2000;0;0;0
3570030110125;2000;0;0;0
3570030110132;2000;0;0;0
3570030110149;2000;0;0;0
3570030110156;2000;0;0;0
3570030110163;2000;0;0;0
3570030110170;2000;0;0;0
3570030110187;2000;0;0;0
3570030110194;2000;0;0;0
3570037089868;1;0;14;50
3570037092479;3;0;6;0
3570037094237;2012;0;5;0
3570037094404;0;2;7;15
3570037094558;49;0;2;0
3570037094572;2000;0;0;0
3570037094589;2000;0;0;0
3570037094596;2000;0;0;0
3570037094602;2000;0;0;0
3570037094619;2000;0;0;0
3570037094626;2000;0;0;0
3570037094633;2000;0;0;0
3570037094640;2000;0;0;0
3570037094657;2000;0;0;0
3570037094664;2000;0;0;0
3570037094671;2000;0;0;0
3570037094688;2000;0;0;0
3570037089875;2012;0;4;0
3570037089882;2007;0;24;0
3570037089899;2001;0;28;0
3570037089905;1999;0;20;0
3570037089912;2004;0;14;0
3570037089929;2000;0;0;0
3570037089936;2007;0;2;0
3570037089943;2006;0;8;0
3570037089950;1996;0;12;0
3570037089967;2002;0;6;0
3570037089974;2006;0;2;0
3570037089981;2000;0;0;0
3570037089998;2027;0;5;0
3570037090000;2053;0;4;0
3570030046301;2000;0;0;0
3570030046318;2000;0;0;0
3570030046325;2000;0;0;0
3570030046332;2000;0;0;0
3570030046349;2000;0;0;0
3570030046356;2000;0;0;0
3570030046547;2000;0;0;0
3570030046554;2000;0;0;0
3570030046561;2000;0;0;0
3570030046578;2000;0;0;0
3570030046585;2000;0;0;0
3570030046592;2000;0;0;0
3570030046608;2000;0;0;0
3570030046615;2000;0;0;0
3570030046622;2000;0;0;0
3570030046639;2000;0;0;0
3570030046646;2000;0;0;0
3570030046653;2000;0;0;0
3570030046660;2000;0;0;0
3570030046677;2000;0;0;0
3570030046684;2000;0;0;0
3570030046691;2000;0;0;0
3570030046707;2000;0;0;0
3570030046714;2000;0;0;0
3570030046721;2000;0;0;0
3570030046738;2000;0;0;0
3570030046745;2000;0;0;0
3570030046752;2000;0;0;0
3570030046769;2000;0;0;0
3570030046776;2000;0;0;0
3570030110347;2000;0;0;0
3570030110354;2000;0;0;0
3570030110361;2000;0;0;0
3570030110378;2000;0;0;0
3570030110385;2000;0;0;0
3570030110392;2000;0;0;0
3570030110408;2000;0;0;0
3570030110415;2000;0;0;0
3570030110422;2000;0;0;0
3570030110439;2000;0;0;0
3570030110446;2000;0;0;0
3570030110453;2000;0;0;0
3570030110460;2000;0;0;0
3570030110477;2000;0;0;0
3570037097290;2013;0;2;0
3570037124774;2000;0;0;0
3570037097337;2020;0;10;0
3570037097344;2004;0;17;0
3570037097689;11;0;18;0
3570030040651;2;0;1;0
3570030040668;2;0;1;0
3570030040675;1;0;2;0
3570030040682;2;0;2;0
3570030040699;3;0;2;0
3570030100799;0;0;0;0
3570030100805;0;0;0;0
3570030100812;0;0;0;0
3570030100829;0;0;0;0
3570030100836;0;0;0;0
3570030040859;0;0;0;0
3570030040866;0;0;0;0
3570030041016;0;0;0;0
3570030041399;0;0;0;0
3570030041405;0;0;0;0
3570037098525;47;0;1;0
3570037098839;13;0;3;0
3570037124781;2000;0;0;0
3570030241324;2007;0;7;0
3570037099645;1993;0;11;50
3570037099966;31;1;2;0
3570037099973;29;0;4;0
3570037100563;44;0;3;0
3570037118209;48;0;1;0
3570037124941;2000;0;0;0
3570037124958;2000;0;0;0
3570037124965;2000;0;0;0
3570037104950;7;0;1;0
3570037119206;0;0;0;0
3570037119213;0;0;0;0
3570037119220;0;0;0;0
3570037119237;0;0;0;0
3570037119244;0;0;0;0
3570037119251;0;0;0;0
3570037119268;0;0;0;0
3570037105940;0;0;0;0
3570037105957;0;0;0;0
3570037105964;0;0;0;0
3570037105971;0;0;0;0
3570037105988;0;0;0;0
3570037105995;0;0;0;0
3570037106008;0;0;0;0
3570037119275;0;0;0;0
3570037119282;0;0;0;0
3570037119299;0;0;0;0
3570037119305;0;0;0;0
3570037119312;0;0;0;0
3570037119329;0;0;0;0
3570037119336;0;0;0;0
3570037106015;0;0;0;0
3570037106022;0;0;0;0
3570037106039;0;0;0;0
3570037106046;0;0;0;0
3570037106053;0;0;0;0
3570037106060;0;0;0;0
3570037106077;0;0;0;0
3570037119343;0;0;0;0
3570037119350;0;0;0;0
3570037119367;0;0;0;0
3570037119374;0;0;0;0
3570037119381;0;0;0;0
3570037119398;0;0;0;0
3570037119404;0;0;0;0
3570037106084;0;0;0;0
3570037106091;0;0;0;0
3570037106107;0;0;0;0
3570037106114;0;0;0;0
3570037106121;0;0;0;0
3570037106138;0;0;0;0
3570037106145;0;0;0;0
3570037125078;2000;0;0;0
3570037125085;2000;0;0;0
3570037125092;2000;0;0;0
3570037125108;2000;0;0;0
3570037107128;2009;0;3;0
3570030046783;2000;0;0;0
3570030046790;2000;0;0;0
3570030046806;2000;0;0;0
3570030046813;2000;0;0;0
3570030046820;2000;0;0;0
3570030046837;2000;0;0;0
3570030046929;2000;0;0;0
3570030046936;2000;0;0;0
3570030048435;2000;0;0;0
3570030048442;2000;0;0;0
3570030048459;2000;0;0;0
3570030048466;2000;0;0;0
3570030048473;2000;0;0;0
3570030048480;2000;0;0;0
3570030048497;2000;0;0;0
3570030048503;2000;0;0;0
3570037119442;0;0;10;30
3570037107869;21;0;5;0
3570037119459;0;0;14;30
3570037109894;2;2;8;10
3570037110586;16;0;1;0
3570037110609;0;0;0;0
3570037110616;0;0;0;0
3570037110623;0;0;0;0
3570037110630;0;0;0;0
3570037110647;0;0;0;0
3570037110654;0;0;0;0
3570037090017;2;0;3;0
3570037090024;11;0;8;0
3570037090031;10;0;18;0
3570037090048;9;0;18;0
3570037090055;10;0;8;0
3570037090062;0;0;8;0
3570037090079;8;0;13;0
3570037090086;5;0;8;0
3570037090093;12;0;38;0
3570037090109;3;0;48;0
3570037090116;7;0;33;0
3570037090123;0;0;13;0
3570037110661;0;0;0;0
3570037110678;0;0;0;0
3570037110685;0;0;0;0
3570037110692;0;0;0;0
3570037110708;0;0;0;0
3570037110715;0;0;0;0
3570030048510;2000;0;0;0
3570030048527;2000;0;0;0
3570030048534;2000;0;0;0
3570030048541;2000;0;0;0
3570030048558;2000;0;0;0
3570030048565;2000;0;0;0
3570030048572;2000;0;0;0
3570030048589;2000;0;0;0
3570030048596;2000;0;0;0
3570030048602;2000;0;0;0
3570030048619;2000;0;0;0
3570030048626;2000;0;0;0
3570030048633;2000;0;0;0
